,date,close,volume,trend,fg_index,cluster,log_return,hl_spread,momentum_3,vol_change
26,2018-03-05,11454.0,15144.231063,16,55.0,4,-0.0053115193009829,294.9899999999998,415.0,-2151.6875900000014
27,2018-03-06,10716.48,29515.572363,18,59.0,6,-0.0665562704593255,899.5200000000004,-748.0,14371.3413
28,2018-03-07,9910.0,50647.67108,21,37.0,4,-0.0782383951704433,1509.6900000000005,-1605.0,21132.098717
29,2018-03-08,9271.64,41109.473226,20,39.0,4,-0.0665840696328503,1039.0,-2182.3600000000006,-9538.197853999998
30,2018-03-09,9227.0,64112.291407,24,37.0,4,-0.0048263101126275,1081.0,-1489.4799999999996,23002.818180999995
31,2018-03-10,8770.22,37180.012857,16,39.0,4,-0.0507720770081494,822.9300000000003,-1139.7800000000009,-26932.278549999995
32,2018-03-11,9533.57,44325.973386,16,40.0,4,0.0834573624361135,1290.0,261.9300000000003,7145.960528999996
33,2018-03-12,9131.34,42230.77793,19,41.0,4,-0.0431068012932491,1108.8799999999992,-95.65999999999984,-2095.1954560000013
34,2018-03-13,9150.0,40191.409358,17,41.0,4,0.0020414265562962,651.0,379.7800000000007,-2039.3685719999996
35,2018-03-14,8170.0,49708.094108,19,40.0,4,-0.1132849704155184,1433.500000000001,-1363.5699999999997,9516.68475
36,2018-03-15,8240.98,52291.022277,24,32.0,4,0.0086503600164496,780.0,-890.3600000000006,2582.928168999999
37,2018-03-16,8260.0,38815.409893,19,33.0,4,0.0023053186445256,711.6399999999994,-890.0,-13475.612384
38,2018-03-17,7824.8,33110.206329,17,31.0,4,-0.0541264105387406,626.630000000001,-345.1999999999998,-5705.203563999996
39,2018-03-18,8189.99,59488.231711,21,29.0,4,0.0456144998688655,995.3999999999996,-50.98999999999978,26378.025382
40,2018-03-19,8600.0,55297.084942,20,29.0,4,0.0488495263964505,616.8299999999999,340.0,-4191.146768999999
41,2018-03-20,8909.98,44865.105835,17,37.0,4,0.0354097935518251,770.0,1085.1799999999994,-10431.979107
42,2018-03-21,8885.0,39972.405371,17,36.0,4,-0.0028075352046725,426.4099999999999,695.0100000000002,-4892.700464000001
43,2018-03-22,8722.9,40617.556809,18,36.0,4,-0.0184127101671349,634.8999999999996,122.89999999999964,645.1514380000008
44,2018-03-23,8898.03,39991.007666,15,28.0,4,0.0198781524828538,640.0,-11.949999999998909,-626.5491430000038
45,2018-03-24,8546.86,35466.609572,12,32.0,4,-0.0402659398889866,508.9500000000007,-338.1399999999994,-4524.3980939999965
46,2018-03-25,8470.15,29001.769316,12,30.0,4,-0.0090157459630324,304.0799999999999,-252.75,-6464.840256
47,2018-03-26,8134.23,44033.59566,17,31.0,4,-0.0404671346142616,683.8899999999994,-763.8000000000011,15031.826343999996
48,2018-03-27,7795.51,37427.64805,17,24.0,4,-0.0425331565310525,485.9400000000005,-751.3500000000004,-6605.947609999996
49,2018-03-28,7949.3,26401.33167,16,24.0,4,0.0195359475501182,381.0,-520.8499999999995,-11026.316380000004
50,2018-03-29,7090.14,54620.915125,19,18.0,4,-0.1143787880047369,1033.8900000000003,-1044.0899999999992,28219.583455
51,2018-03-30,6840.23,65306.031976,22,12.0,5,-0.0358837296702607,692.3299999999999,-955.2800000000008,10685.116851
52,2018-03-31,6923.91,36868.539087,15,16.0,4,0.0121592821624658,446.3599999999997,-1025.3900000000003,-28437.492889
53,2018-04-01,6813.01,44071.430463,16,16.0,4,-0.0161466193899517,619.9799999999996,-277.1300000000001,7202.891376
54,2018-04-02,7056.0,32123.560072,19,11.0,4,0.0350442991318551,360.0,215.77000000000044,-11947.870390999997
55,2018-04-03,7405.21,37787.331811,18,22.0,4,0.0483054878299023,508.9899999999998,481.3000000000002,5663.771738999996
56,2018-04-04,6796.1,42227.183804,16,22.0,4,-0.0858348882950011,720.5200000000004,-16.909999999999854,4439.851993000004
57,2018-04-05,6770.76,39029.73146,16,17.0,4,-0.0037355776454287,335.3100000000004,-285.2399999999998,-3197.452343999997
58,2018-04-06,6601.39,27455.01192,16,19.0,4,-0.0253331076753197,350.0,-803.8199999999997,-11574.719540000002
59,2018-04-07,6895.8,32269.578267,13,20.0,4,0.0436322977019879,483.72000000000025,99.69999999999982,4814.566347
60,2018-04-08,7018.0,21427.673165,12,17.0,4,0.0175657465403923,229.1300000000001,247.23999999999975,-10841.905102
61,2018-04-09,6782.72,34078.297206,16,21.0,4,-0.0341000757188725,574.0,181.32999999999996,12650.624041000005
62,2018-04-10,6843.9,22326.728095,15,18.0,4,0.0089795431426508,234.0,-51.90000000000055,-11751.569111000004
63,2018-04-11,6953.79,23997.871177,14,20.0,4,0.0159290900979485,203.0,-64.21000000000004,1671.1430820000023
64,2018-04-12,7923.0,64861.595987,18,18.0,4,0.1304830873003545,1269.0299999999995,1140.2799999999995,40863.72481
65,2018-04-13,7877.41,55044.523148,17,23.0,4,-0.0057707523435395,501.3899999999994,1033.5100000000002,-9817.072839
66,2018-04-14,7999.01,31621.286357,12,23.0,4,0.0153186143826075,376.0,1045.2200000000005,-23423.236791
67,2018-04-15,8355.0,27946.720444,12,23.0,4,0.0435423780251841,430.5200000000005,432.0,-3674.565913000002
68,2018-04-16,8064.92,36664.069715,14,23.0,4,-0.0353363699242181,552.0,187.51000000000025,8717.349271
69,2018-04-17,7885.02,32152.603567,14,26.0,4,-0.0225590352497178,348.3000000000002,-113.98999999999978,-4511.466148
70,2018-04-18,8173.0,26969.04457,15,24.0,4,0.0358712816605716,368.4300000000003,-182.0,-5183.558997
71,2018-04-19,8278.0,27113.847464,14,25.0,4,0.0127653547925479,216.0,213.07999999999996,144.80289400000038
72,2018-04-20,8856.98,39795.337485,15,26.0,4,0.0676044553974186,752.9099999999999,971.9599999999992,12681.490020999998
73,2018-04-21,8915.31,40872.229909,13,32.0,4,0.0065641748413219,470.0,742.3099999999995,1076.8924240000051
74,2018-04-22,8787.02,29458.25348,12,31.0,4,-0.0144943909644873,292.9899999999998,509.0200000000005,-11413.976429000002
75,2018-04-23,8934.01,25838.114709,14,28.0,4,0.0165897096479605,240.0,77.03000000000065,-3620.138770999998
76,2018-04-24,9619.99,46268.790106,18,29.0,4,0.0739778829272811,809.0100000000002,704.6800000000003,20430.675397
77,2018-04-25,8869.99,81110.037589,17,64.0,6,-0.0811695562508985,1029.8199999999997,82.96999999999935,34841.247483
78,2018-04-26,9266.0,43300.304245,13,47.0,4,0.0436781180693198,655.8599999999988,331.9899999999998,-37809.733344
79,2018-04-27,8915.35,37241.347036,13,55.0,4,-0.0385772767752881,506.0,-704.6399999999994,-6058.957209
80,2018-04-28,9348.0,34759.62842,10,54.0,4,0.0473879064574431,557.4799999999996,478.0100000000002,-2481.7186159999983
81,2018-04-29,9419.0,38149.850035,10,61.0,6,0.0075665091640684,406.7700000000005,153.0,3390.221615000002
82,2018-04-30,9246.01,35002.033875,12,59.0,6,-0.0185368187264533,333.64999999999964,330.65999999999985,-3147.816160000002
83,2018-05-01,9071.48,41018.463633,12,56.0,4,-0.0190566809956258,448.5,-276.52000000000044,6016.429757999998
84,2018-05-02,9247.84,26123.543961,11,52.0,4,0.0192545846236939,297.7999999999993,-171.15999999999983,-14894.919672
85,2018-05-03,9750.0,38768.388288,12,55.0,4,0.0528772742674611,675.6000000000004,503.9899999999998,12644.844327000004
86,2018-05-04,9713.99,28681.588879,12,56.0,4,-0.003700170528775,309.1900000000005,642.5100000000002,-10086.799409000005
87,2018-05-05,9864.0,24990.018345,11,63.0,6,0.0153246513810623,338.0,616.1599999999999,-3691.570533999999
88,2018-05-06,9659.01,27690.351559,10,67.0,6,-0.0210006073615585,552.9699999999993,-90.98999999999978,2700.3332139999984
89,2018-05-07,9365.0,33787.640012,12,56.0,4,-0.0309118226044327,508.6700000000001,-348.9899999999998,6097.288453000005
90,2018-05-08,9187.56,25533.831889,12,62.0,6,-0.0191289407661763,415.1599999999999,-676.4400000000005,-8253.808123000003
91,2018-05-09,9310.0,25673.524899,12,53.0,4,0.0132386961591001,425.0,-349.0100000000002,139.69300999999905
92,2018-05-10,9002.2,25055.063718,11,63.0,6,-0.0336200993799871,425.1200000000008,-362.7999999999993,-618.4611809999988
93,2018-05-11,8400.0,48227.048061,14,41.0,4,-0.0692372860597206,675.7999999999993,-787.5599999999995,23171.984343
94,2018-05-12,8465.94,40241.32081,10,44.0,4,0.0078193490521317,493.8799999999992,-844.0599999999995,-7985.727251000004
95,2018-05-13,8679.71,25632.869362,10,40.0,4,0.0249370630744792,465.3600000000006,-322.4900000000016,-14608.451447999996
96,2018-05-14,8663.34,37389.666533,12,40.0,4,-0.0018877884641445,602.9899999999998,263.34000000000015,11756.797171000002
97,2018-05-15,8462.0,28126.956136,11,40.0,4,-0.0235147772138583,458.6900000000005,-3.940000000000509,-9262.710397000004
98,2018-05-16,8330.0,31130.718908,11,32.0,4,-0.0157220961191243,404.9899999999998,-349.7099999999991,3003.762771999998
99,2018-05-17,8041.46,25439.844799,11,31.0,4,-0.035252797433914,485.0,-621.8800000000001,-5690.874109
100,2018-05-18,8239.81,23476.158251,11,37.0,4,0.0243666266582702,361.3099999999995,-222.1900000000005,-1963.6865479999976
101,2018-05-19,8233.49,17193.424276,8,31.0,4,-0.0007673022782413,295.0699999999997,-96.51000000000022,-6282.733974999999
102,2018-05-20,8526.98,19957.057109,8,32.0,4,0.0350252711415015,445.1000000000004,485.5199999999995,2763.632833
103,2018-05-21,8381.24,21516.596486,9,41.0,4,-0.0172393793586762,290.3099999999995,141.4300000000003,1559.539376999997
104,2018-05-22,7977.11,23710.902858,10,30.0,4,-0.0494196844285454,465.0700000000006,-256.3800000000001,2194.3063720000027
105,2018-05-23,7501.95,42910.666774,13,26.0,4,-0.0614132037310239,606.8999999999996,-1025.0299999999995,19199.763916
106,2018-05-24,7575.01,37845.446595,13,27.0,4,0.0096916847784524,463.7399999999998,-806.2299999999996,-5065.220178999996
107,2018-05-25,7457.0,26739.95664,10,25.0,4,-0.0157014829649169,341.40000000000055,-520.1099999999997,-11105.489955
108,2018-05-26,7333.96,19464.086071,9,23.0,4,-0.0166375729770287,320.0,-167.98999999999978,-7275.870568999999
109,2018-05-27,7338.99,18706.945515,9,19.0,4,0.0006856153939101,168.89000000000033,-236.02000000000044,-757.1405560000021
110,2018-05-28,7099.0,27219.438963,11,22.0,4,-0.0332473019212903,378.9799999999996,-358.0,8512.493448000001
111,2018-05-29,7461.29,39407.21183,11,16.0,4,0.0497743924611021,507.0500000000002,127.32999999999991,12187.772867
112,2018-05-30,7375.96,32041.583623,10,38.0,4,-0.0115022582722551,308.5,36.970000000000255,-7365.628207000002
113,2018-05-31,7485.01,30776.063102,9,25.0,4,0.0146762906299475,371.4899999999998,386.0100000000002,-1265.5205209999986
114,2018-06-01,7521.01,28259.124078,8,24.0,4,0.004798083577763,253.01000000000025,59.720000000000255,-2516.939024
115,2018-06-02,7640.03,26720.690219,8,27.0,4,0.015701092418484,260.3299999999999,264.0699999999997,-1538.433859000001
116,2018-06-03,7714.26,27505.158951,8,40.0,4,0.0096690342977819,186.6899999999996,229.25,784.4687320000012
117,2018-06-04,7487.0,32258.835115,9,41.0,4,-0.029902380921524,314.02000000000044,-34.01000000000022,4753.676164
118,2018-06-05,7625.0,31722.973384,9,26.0,4,0.0182641392449272,321.4899999999998,-15.029999999999744,-535.8617310000009
119,2018-06-06,7658.84,27229.991898,10,42.0,4,0.0044282137600995,231.94999999999985,-55.42000000000007,-4492.981486000001
120,2018-06-07,7691.08,25062.227202,8,38.0,4,0.0042006795355446,145.0,204.07999999999996,-2167.764696000002
121,2018-06-08,7603.44,23396.804671,9,40.0,4,-0.0114604393246592,172.5,-21.5600000000004,-1665.4225309999963
122,2018-06-09,7491.73,19339.885176,8,39.0,4,-0.014801030973022,233.9799999999996,-167.11000000000058,-4056.919495000002
123,2018-06-10,6764.99,52342.020032,11,24.0,4,-0.1020389620663794,868.9199999999992,-926.09,33002.134856000004
124,2018-06-11,6872.0,34552.162303,18,15.0,4,0.0156944012568956,312.0,-731.4399999999996,-17789.857729000003
125,2018-06-12,6530.0,36722.211191,13,19.0,4,-0.0510482413936145,455.5100000000002,-961.7299999999996,2170.048888000005
126,2018-06-13,6292.78,46185.5181,14,19.0,4,-0.0370039988334259,508.9200000000001,-472.21,9463.306909
127,2018-06-14,6635.98,44478.130837,14,17.0,4,0.0531034140049691,460.0,-236.02000000000044,-1707.3872630000042
128,2018-06-15,6388.9,30018.329905,10,26.0,4,-0.0379442488638751,304.34999999999945,-141.10000000000036,-14459.800931999998
129,2018-06-16,6483.98,22277.241147,8,22.0,4,0.0147724097569337,239.14000000000036,191.19999999999985,-7741.088757999998
130,2018-06-17,6449.61,19847.247688,8,23.0,4,-0.0053148554896282,167.02999999999977,-186.3699999999999,-2429.993459000001
131,2018-06-18,6712.46,31821.434995,10,27.0,4,0.0399458369222574,414.3800000000001,323.5600000000004,11974.187307
132,2018-06-19,6741.21,24311.421143,10,32.0,4,0.0042739332484725,188.73999999999975,257.2300000000005,-7510.013852
133,2018-06-20,6761.51,26359.752452,10,34.0,4,0.0030068038579093,265.4199999999992,311.90000000000055,2048.331309000001
134,2018-06-21,6718.84,25428.854048,8,37.0,4,-0.0063307173048961,122.43000000000028,6.380000000000109,-930.8984039999996
135,2018-06-22,6045.0,52157.370833,13,28.0,4,-0.1056840365203006,815.0300000000007,-696.21,26728.516785
136,2018-06-23,6149.98,26622.788589,11,17.0,4,0.0172173457138621,251.52000000000044,-611.5300000000007,-25534.582244
137,2018-06-24,6136.97,47445.998955,12,15.0,4,-0.0021176947675519,509.8000000000002,-581.8699999999999,20823.210366000003
138,2018-06-25,6252.0,39164.515306,11,16.0,4,0.0185702775461639,288.02999999999975,207.0,-8281.483649000002
139,2018-06-26,6070.78,19377.240484,10,21.0,4,-0.0294143149196237,237.54,-79.19999999999982,-19787.274822
140,2018-06-27,6133.73,19225.671098,10,18.0,4,0.0103159501289998,219.4300000000003,-3.240000000000691,-151.56938600000285
141,2018-06-28,5853.98,30585.266026,10,20.0,4,-0.0466812759721211,346.0100000000002,-398.0200000000005,11359.594928000002
142,2018-06-29,6197.92,33911.287278,14,16.0,4,0.0570919800962898,520.0,127.14000000000031,3326.0212520000023
143,2018-06-30,6390.07,37919.61284,12,22.0,4,0.0305314710532554,342.96000000000004,256.34000000000015,4008.325561999998
144,2018-07-01,6356.81,27562.965974,45,27.0,5,-0.00521854375052,190.0600000000004,502.8300000000008,-10356.646866000005
145,2018-07-02,6615.29,36230.452264,59,27.0,5,0.0398569571685998,413.3800000000001,417.3699999999999,8667.48629
146,2018-07-03,6513.86,38657.781691,48,31.0,0,-0.0154514219117379,216.34000000000012,123.78999999999996,2427.329426999997
147,2018-07-04,6586.98,23571.892777,42,33.0,0,0.011162758917985,343.8100000000004,230.1699999999992,-15085.888913999996
148,2018-07-05,6529.2,35071.972898,45,37.0,0,-0.0088105490726145,258.6700000000001,-86.09000000000015,11500.080121
149,2018-07-06,6609.78,29397.094748,43,34.0,0,0.0122659461072739,223.54,95.92000000000009,-5674.8781500000005
150,2018-07-07,6756.98,23973.876886,40,34.0,0,0.0220256742671963,309.27999999999975,170.0,-5423.217862000001
151,2018-07-08,6712.1,24622.947794,42,38.0,0,-0.0066641769293769,112.5600000000004,182.90000000000052,649.0709080000015
152,2018-07-09,6662.12,26732.40655,41,39.0,0,-0.0074741155247471,189.82000000000065,52.34000000000015,2109.458756
153,2018-07-10,6296.91,38560.672702,47,37.0,0,-0.0563787153338701,418.0,-460.0699999999997,11828.266152000004
154,2018-07-11,6378.07,28715.498487,42,29.0,0,0.0128065068707635,127.01000000000022,-334.03000000000065,-9845.174215000005
155,2018-07-12,6250.57,31306.663348,49,33.0,0,-0.0201928841651395,310.27999999999975,-411.5500000000002,2591.164860999997
156,2018-07-13,6214.57,26375.325286,45,29.0,0,-0.0057761244704489,240.0,-82.34000000000015,-4931.338061999999
157,2018-07-14,6251.99,17783.071999,40,29.0,0,0.0060032779503932,157.0,-126.07999999999991,-8592.253287
158,2018-07-15,6353.01,22979.211508,37,32.0,0,0.0160289032728697,169.60000000000036,102.44000000000052,5196.1395090000005
159,2018-07-16,6723.35,36204.87708,43,36.0,0,0.0566578258813839,416.90000000000055,508.7800000000007,13225.665571999998
160,2018-07-17,7317.44,52105.423459,67,39.0,0,0.0846739978045521,816.9499999999998,1065.4499999999998,15900.546379
161,2018-07-18,7381.9,59487.64345,70,42.0,0,0.0087705180230867,362.6999999999998,1028.8899999999994,7382.219991000005
162,2018-07-19,7466.21,41218.256437,56,44.0,0,0.0113564495565262,306.27999999999975,742.8599999999997,-18269.387013000007
163,2018-07-20,7337.53,46140.313447,54,47.0,0,-0.0173852338763188,427.0,20.090000000000146,4922.057010000004
164,2018-07-21,7398.78,28886.490291,43,43.0,0,0.0083128480216661,247.47000000000023,16.88000000000011,-17253.823156000002
165,2018-07-22,7394.79,30270.21844,42,46.0,0,-0.0005394235599317,246.89999999999964,-71.42000000000007,1383.7281490000023
166,2018-07-23,7721.01,41646.346671,53,44.0,0,0.0431694863012378,458.0,383.4800000000005,11376.128231
167,2018-07-24,8397.24,60121.163749,73,49.0,7,0.0839578959344179,790.0,998.46,18474.817078
168,2018-07-25,8175.64,48257.649124,70,54.0,7,-0.0267440792484902,441.7700000000005,780.8500000000004,-11863.514624999996
169,2018-07-26,7920.0,43223.481682,65,53.0,0,-0.0317677953544529,465.6300000000001,198.98999999999975,-5034.167442000005
170,2018-07-27,8188.57,43671.005891,62,47.0,0,0.0333480736191315,480.0,-208.67000000000007,447.5242090000029
171,2018-07-28,8225.04,26215.173839,44,54.0,0,0.0044438804160288,179.54000000000087,49.40000000000055,-17455.832052
172,2018-07-29,8211.0,25531.226185,45,54.0,0,-0.001708441134843,179.51000000000022,291.0,-683.9476539999996
173,2018-07-30,8173.92,39692.416542,52,53.0,0,-0.0045261207623845,407.0,-14.649999999999636,14161.190357
174,2018-07-31,7730.93,48296.915587,55,48.0,0,-0.055719432123007,547.0,-494.1100000000006,8604.499045000004
175,2018-08-01,7604.58,42582.312932,52,39.0,0,-0.0164784684795186,320.0,-606.4200000000001,-5714.602655000002
176,2018-08-02,7525.71,37665.696684,46,39.0,0,-0.0104255390182184,253.73999999999975,-648.21,-4916.616247999998
177,2018-08-03,7418.78,44669.486047,49,36.0,0,-0.0143105351679387,257.5600000000004,-312.15000000000055,7003.789362999996
178,2018-08-04,7009.84,36288.42601,52,31.0,0,-0.0566997469259455,568.8100000000004,-594.7399999999998,-8381.060036999996
179,2018-08-05,7024.19,32894.849782,45,23.0,5,0.0020450298312246,207.57999999999996,-501.5200000000005,-3393.5762280000054
180,2018-08-06,6934.82,32760.191643,51,25.0,5,-0.0128048079501196,339.0,-483.96,-134.6581389999992
181,2018-08-07,6720.06,45438.473501,54,25.0,5,-0.031458015064116,480.46,-289.77999999999975,12678.281858000002
182,2018-08-08,6285.0,59550.536319,76,23.0,5,-0.0669312410244165,598.54,-739.1899999999996,14112.062818
183,2018-08-09,6529.79,51941.185111,57,19.0,5,0.0382089414640777,444.21,-405.02999999999975,-7609.351208
184,2018-08-10,6144.01,59034.974902,50,21.0,5,-0.0608971600580751,549.4899999999998,-576.0500000000002,7093.789791000003
185,2018-08-11,6232.35,47133.418555,53,18.0,5,0.0142758452890501,517.0,-52.64999999999964,-11901.556347000003
186,2018-08-12,6308.33,38567.770712,44,18.0,5,0.0121175135164145,342.3000000000002,-221.46000000000004,-8565.647842999999
187,2018-08-13,6246.35,53895.828783,49,21.0,5,-0.0098736890997891,399.96,102.34000000000016,15328.058071
188,2018-08-14,6188.08,50186.745091,75,16.0,5,-0.0093724322784159,370.3299999999999,-44.27000000000044,-3709.083692
189,2018-08-15,6267.16,68806.687026,63,18.0,5,0.0126984405980516,436.8900000000003,-41.17000000000007,18619.941935000003
190,2018-08-16,6311.75,48515.254618,47,21.0,5,0.0070896741880748,274.39999999999964,65.39999999999964,-20291.432408
191,2018-08-17,6584.49,57851.610803,48,19.0,5,0.0423039077871832,299.6000000000004,396.4099999999999,9336.356185000004
192,2018-08-18,6387.96,53742.322172,42,24.0,5,-0.0303019148563852,332.0,120.80000000000018,-4109.288631000003
193,2018-08-19,6477.53,45190.847994,36,27.0,5,0.0139242962674471,241.0,165.77999999999977,-8551.474177999997
194,2018-08-20,6254.84,49435.55526,43,26.0,5,-0.0349837008045028,310.0,-329.64999999999964,4244.707265999998
195,2018-08-21,6480.0,41569.947408,46,19.0,5,0.0353649463088417,264.9200000000001,92.03999999999996,-7865.607852000001
196,2018-08-22,6360.89,77909.391359,54,21.0,5,-0.0185522056955178,631.3400000000001,-116.63999999999942,36339.443951
197,2018-08-23,6525.01,40358.166825,46,18.0,5,0.025474181105967,234.71000000000004,270.1700000000001,-37551.224534
198,2018-08-24,6681.64,38305.675322,43,19.0,5,0.0237209806235593,284.5,201.64000000000036,-2052.491502999997
199,2018-08-25,6733.64,19220.505929,39,22.0,5,0.0077523928581911,138.39000000000033,372.75,-19085.169393000004
200,2018-08-26,6700.0,20107.297208,37,19.0,5,-0.0050083328594627,207.27000000000044,174.98999999999978,886.7912790000009
201,2018-08-27,6908.64,37747.078747,43,18.0,5,0.0306652758034128,294.0100000000002,227.0,17639.781539
202,2018-08-28,7076.11,48352.917163,53,19.0,5,0.0239515194823108,275.0,342.46999999999935,10605.838416
203,2018-08-29,7031.22,43252.487392,46,19.0,5,-0.0063640889537194,221.47000000000023,331.22000000000025,-5100.429770999996
204,2018-08-30,6984.84,44716.77462,41,22.0,5,-0.0066181465099818,278.8199999999997,76.19999999999982,1464.2872279999938
205,2018-08-31,7011.21,40467.400638,38,17.0,5,0.0037682104884158,201.0,-64.89999999999964,-4249.373981999997
206,2018-09-01,7200.01,40323.414093,37,21.0,5,0.0265721182025752,266.2600000000002,168.78999999999996,-143.98654499999975
207,2018-09-02,7302.01,39814.840352,38,18.0,5,0.0140672378103848,218.44999999999985,317.1700000000001,-508.57374100000015
208,2018-09-03,7263.02,32396.018371,39,19.0,5,-0.0053539324170281,146.64999999999964,251.8100000000004,-7418.821981000001
209,2018-09-04,7359.06,35300.640518,40,26.0,5,0.0131364868896292,182.82999999999996,159.05000000000018,2904.622147000002
210,2018-09-05,6700.0,63715.256267,58,17.0,5,-0.0938246807959996,715.3000000000002,-602.0100000000002,28414.615749
211,2018-09-06,6516.01,60644.464227,69,14.0,5,-0.0278453009744441,460.0,-747.0100000000002,-3070.7920400000003
212,2018-09-07,6395.54,38906.28805,50,17.0,5,-0.0186613529871007,224.0,-963.5200000000004,-21738.176176999998
213,2018-09-08,6185.05,38215.032171,42,18.0,5,-0.0334657825492266,367.0,-514.9499999999998,-691.2558790000039
214,2018-09-09,6250.81,37053.92382,37,13.0,5,0.0105759654648069,299.47000000000025,-265.1999999999998,-1161.1083509999953
215,2018-09-10,6312.0,32439.456432,45,15.0,5,0.0097415281926174,152.97999999999956,-83.53999999999996,-4614.467388000005
216,2018-09-11,6294.91,33104.88859,45,18.0,5,-0.0027112132106262,234.3199999999997,109.85999999999969,665.4321580000033
217,2018-09-12,6338.62,31433.645939,52,14.0,5,0.0069197088084477,167.6300000000001,87.80999999999949,-1671.2426510000005
218,2018-09-13,6487.38,40465.063107,46,20.0,5,0.0231976720697123,197.6000000000004,175.3800000000001,9031.417168
219,2018-09-14,6476.63,37173.339277,35,23.0,5,-0.0016584378543234,199.3699999999999,181.72000000000023,-3291.723830000002
220,2018-09-15,6514.96,25243.656612,34,24.0,5,0.0059007575235102,99.31999999999972,176.34000000000017,-11929.682665
221,2018-09-16,6505.0,27568.132897,33,28.0,0,-0.001529958915825,154.6199999999999,17.61999999999989,2324.4762850000006
222,2018-09-17,6248.69,35987.254738,37,25.0,5,-0.0401992701853084,332.84000000000015,-227.9400000000005,8419.121841000004
223,2018-09-18,6336.45,32620.86667,34,21.0,5,0.0139468329382427,165.02000000000044,-178.51000000000022,-3366.388068000004
224,2018-09-19,6391.89,39044.080082,39,24.0,5,0.0087113245872298,394.6999999999998,-113.10999999999969,6423.213412000001
225,2018-09-20,6492.0,25189.024728,36,24.0,5,0.015540650347712,215.0,243.3100000000004,-13855.055354
226,2018-09-21,6759.02,51779.343463,39,31.0,0,0.0403072594791005,293.8599999999997,422.5700000000006,26590.318735
227,2018-09-22,6723.05,29349.690667,39,35.0,0,-0.0053359885161697,212.02999999999972,331.15999999999985,-22429.652796
228,2018-09-23,6708.0,30286.229773,39,38.0,0,-0.0022410766543132,126.47999999999956,216.0,936.5391060000002
229,2018-09-24,6581.39,35305.73991,41,43.0,0,-0.0190548747324654,173.0,-177.6300000000001,5019.5101369999975
230,2018-09-25,6447.54,40301.029452,39,37.0,0,-0.0205473065193572,258.9899999999998,-275.5100000000002,4995.289542000006
231,2018-09-26,6465.12,33484.54207,35,37.0,0,0.0027229108273377,178.28999999999996,-242.8800000000001,-6816.487381999999
232,2018-09-27,6689.13,33087.428297,36,42.0,0,0.0340622473040466,316.0,107.73999999999978,-397.1137730000046
233,2018-09-28,6634.58,42399.448523,36,42.0,0,-0.0081884557381472,273.9200000000001,187.04,9312.020226
234,2018-09-29,6596.38,30255.9597,33,37.0,0,-0.0057743513913201,171.4300000000003,131.26000000000022,-12143.488823
235,2018-09-30,6626.57,27764.724519,31,34.0,0,0.0045663112177117,129.0,-62.5600000000004,-2491.235181
236,2018-10-01,6611.61,20621.506894,33,35.0,0,-0.0022601303756572,157.09000000000017,-22.97000000000025,-7143.217625000001
237,2018-10-02,6525.79,28245.810088,35,33.0,0,-0.0130651758761386,146.0,-70.59000000000015,7624.303194
238,2018-10-03,6510.0,28451.969138,31,36.0,0,-0.0024225624564945,119.0,-116.56999999999972,206.15905000000205
239,2018-10-04,6593.79,20074.300818,31,29.0,0,0.0127888407881726,138.3699999999999,-17.81999999999971,-8377.66832
240,2018-10-05,6635.65,16096.552392,31,37.0,0,0.0063283313125728,153.92000000000007,109.85999999999969,-3977.748426
241,2018-10-06,6594.27,10939.505391,29,34.0,0,-0.0062555381951299,84.22999999999956,84.27000000000044,-5157.047000999999
242,2018-10-07,6615.26,17406.831762,27,29.0,4,0.0031780112791526,115.0,21.47000000000025,6467.326371000001
243,2018-10-08,6673.01,23123.419541,32,26.0,5,0.0086919310914529,128.60000000000036,37.36000000000058,5716.587778999998
244,2018-10-09,6656.61,15354.779469,34,31.0,0,-0.0024606865424725,78.38000000000011,62.33999999999924,-7768.640072
245,2018-10-10,6631.0,15390.661444,33,28.0,0,-0.0038547235674959,129.94999999999982,15.739999999999782,35.88197500000024
246,2018-10-11,6252.68,48712.400332,51,19.0,5,-0.0587454505468677,428.9200000000001,-420.3299999999999,33321.738888
247,2018-10-12,6298.01,29004.071419,39,13.0,5,0.0072235386433622,151.0,-358.59999999999945,-19708.328913
248,2018-10-13,6332.93,19098.070025,32,15.0,5,0.0055292937766541,59.93000000000029,-298.0699999999997,-9906.001394
249,2018-10-14,6339.34,15627.411314,30,18.0,5,0.0010116578240036,108.0,86.65999999999985,-3470.658711
250,2018-10-15,6752.5,90748.031246,36,20.0,5,0.0631381446007508,1380.0,454.4899999999998,75120.619932
251,2018-10-16,6759.27,27557.957764,36,24.0,5,0.001002089373417,230.0,426.34000000000015,-63190.073482
252,2018-10-17,6740.89,26641.431379,31,23.0,5,-0.0027229323735908,135.10999999999967,401.5500000000002,-916.5263849999974
253,2018-10-18,6618.96,20116.521941,35,26.0,5,-0.0182537057748782,229.0,-133.53999999999996,-6524.909438000002
254,2018-10-19,6528.88,20772.60077,32,24.0,5,-0.0137028454114391,125.14000000000031,-230.39000000000036,656.0788290000019
255,2018-10-20,6588.4,19240.722247,29,21.0,5,0.0090751144282411,112.09999999999944,-152.4900000000007,-1531.8785229999994
